No,nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,jan_wisman,jan_wisnus,feb_wisman,feb_wisnus,mar_wisman,mar_wisnus,apr_wisman,apr_wisnus,mei_wisman,mei_wisnus,jun_wisman,jun_wisnus,jul_wisman,jul_wisnus,ags_wisman,ags_wisnus,sep_wisman,sep_wisnus,okt_wisman,okt_wisnus,nov_wisman,nov_wisnus,des_wisman,des_wisnus,total_wisman,total_wisnus,total_wisatawan,jan_kmr,jan_pax,feb_kmr,feb_pax,mar_kmr,mar_pax,apr_kmr,apr_pax,mei_kmr,mei_pax,jun_kmr,jun_pax,jul_kmr,jul_pax,ags_kmr,ags_pax,sep_kmr,sep_pax,okt_kmr,okt_pax,nov_kmr,nov_pax,des_kmr,des_pax,kamar_terjual,total_malam_tamu,jan_rm_ava,jan_occ,feb_rm_ava,feb_occ,mar_rm_ava,mar_occ,apr_rm_ava,apr_occ,mei_rm_ava,mei_occ,jun_rm_ava,jun_occ,jul_rm_ava,jul_occ,ags_rm_ava,ags_occ,sep_rm_ava,sep_occ,okt_rm_ava,okt_occ,nov_rm_ava,nov_occ,des_rm_ava,des_occ,rata_rata_occ,tahun
169,HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,112,158,31,115,31,149,31,67,31,77,31,64,31,62,31,67,31,100,31,106,31,100,31,90,31,112,372,1.109,1.481,146,146,113,180,98,98,108,108,95,95,93,93,98,98,131,131,137,137,131,131,121,121,143,143,1.414,1.481,3.472,"4,21",3.136,"3,60",3.472,"2,82",3.360,"3,21",3.472,"2,74",3.360,"2,77",3.472,"2,82",3.472,"3,77",3.360,"4,08",3.472,"3,77",3.360,"3,60",3.472,"4,12","3,46",2021
170,CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767,"0,00",1.596,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00","0,00",2021
171,MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,0,1.716,0,1.332,0,1.692,0,1.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.264,6.264,858,1.716,666,1.332,846,1.692,762,1.524,145,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,3.398,6.264,1.178,"72,84",1.064,"62,59",1.178,"71,82",1.140,"66,84",1.178,"12,31",1.140,"0,00",1.178,"0,00",1.178,"0,00",1.140,"0,00",1.178,"0,00",1.140,"10,61",1.178,"0,00","24,75",2021
172,D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2021
173,AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 2,51,57,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,78,1.581,"3,35",1.428,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00","0,28",2021
174,BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.108,"0,00",1.904,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00","0,00",2021
175,BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271,"0,00",1.148,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00","0,00",2021
176,NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.146,"0,00",4.648,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00","0,00",2021
177,HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.085,"0,00",980,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00","0,00",2021
178,BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271,"0,00",1.148,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00","0,00",2021
179,THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364,"0,00",1.232,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00","0,00",2021
180,KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,"0,00",1.260,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00","0,00",2021
181,J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,0,0,0,1.230,0,1.664,0,446,0,1.276,0,700,0,416,0,432,0,0,0,0,0,1.316,0,0,0,7.480,7.480,0,0,669,1.230,893,1.664,265,446,863,1.276,429,700,208,416,216,432,0,0,0,0,677,1.316,0,0,4.220,7.480,930,"0,00",840,"79,64",930,"96,02",900,"29,44",930,"92,80",900,"47,67",930,"22,37",930,"23,23",900,"0,00",930,"0,00",900,"75,22",930,"0,00","38,87",2021
182,SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,0,302,0,328,0,340,0,207,0,220,0,346,0,368,0,324,0,312,0,388,0,350,0,382,0,3.867,3.867,151,302,164,328,170,340,106,207,111,220,173,346,188,368,164,324,156,312,194,388,175,350,191,382,1.943,3.867,775,"19,48",700,"23,43",775,"21,94",750,"14,13",775,"14,32",750,"23,07",775,"24,26",775,"21,16",750,"20,80",775,"25,03",750,"23,33",775,"24,65","21,30",2021
183,ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.294,"0,00",2.072,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00","0,00",2021
184,CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.418,"0,00",2.184,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00","0,00",2021
185,ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,0,58,0,42,0,52,0,48,0,66,0,0,0,26,0,32,0,52,0,75,0,72,0,0,0,523,523,29,58,21,42,26,52,24,48,33,66,0,0,13,26,16,32,26,52,35,75,36,72,0,0,259,523,527,"5,50",476,"4,41",527,"4,93",510,"4,71",527,"6,26",510,"0,00",527,"2,47",527,"3,04",510,"5,10",527,"6,64",510,"7,06",527,"0,00","4,18",2021
186,MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,0,194,0,0,0,303,0,232,0,236,0,240,0,218,0,259,0,0,0,299,0,297,0,329,0,2.607,2.607,192,194,0,0,303,303,232,232,236,236,240,240,218,218,259,259,0,0,299,299,297,297,329,329,2.605,2.607,961,"19,98",868,"0,00",961,"31,53",930,"24,95",961,"24,56",930,"25,81",961,"22,68",961,"26,95",930,"0,00",961,"31,11",930,"31,94",961,"34,24","22,81",2021
187,GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  3.916 ,0,  3.175 ,0,  1.380 ,0,  1.099 ,0,  1.233 ,0,  1.701 ,0,  401 ,0,  564 ,0,  1.600 ,0,  2.263 ,0,  2.695 ,0,,0,20.027,0,5.611,"69,79",5.068,"62,65",5.611,"24,59",5.430,"20,24",5.611,"21,97",5.430,"31,33",5.611,"7,15",5.611,"10,05",5.430,"29,47",5.611,"40,33",5.430,"49,63",5.611,"0,00","30,60",2022
188,NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,75,3.566,98,3.084,2.031,2.038,159,2.566,167,4.127,202,4.698,267,4.384,307,4.662,188,4.830,121,4.779,110,4.969,160,4.994,3.885,48.697,52.582,  3.281 ,3.641,  2.430 ,3.182,  4.320 ,4.069,  4.380 ,2.725,  4.502 ,4.294,  3.895 ,4.900,  2.941 ,4.651,  2.879 ,4.969,  3.927 ,5.018,  4.348 ,4.900,  4.590 ,5.079,  4.714 ,5.154,46.207,52.582,6.138,"53,45",5.544,"43,83",6.138,"70,38",5.940,"73,74",6.138,"73,35",5.940,"65,57",6.138,"47,91",6.138,"46,90",5.940,"66,11",6.138,"70,84",5.940,"77,27",6.138,"76,80","63,85",2022
189,GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2,4.438,2,3.089,15,4.761,11,3.462,7,4.798,0,0,11,5.170,33,4.500,34,4.939,33,5.439,16,5.682,11,5.946,175,52.224,52.399,  2.517 ,4.440,  1.807 ,3.091,  4.130 ,4.776,  3.773 ,3.473,  2.450 ,4.805,  4.792 ,0,  1.202 ,5.181,  2.134 ,4.533,  4.899 ,4.973,  4.899 ,5.472,  5.330 ,5.698,  5.460 ,5.957,43.393,52.399,6.665,"37,76",6.020,"30,02",6.665,"61,97",6.450,"58,50",6.665,"36,76",6.450,"74,29",6.665,"18,03",6.665,"32,02",6.450,"75,95",6.665,"73,50",6.450,"82,64",6.665,"81,92","55,28",2022
190,FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.278,"0,00",3.864,"0,00",4.278,"0,00",4.140,"0,00",4.278,"0,00",4.140,"0,00",4.278,"0,00",4.278,"0,00",4.140,"0,00",4.278,"0,00",4.140,"0,00",4.278,"0,00","0,00",2022
191,PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,33,4.418,54,3.191,53,5.147,71,2.790,84,5.068,0,4.110,0,0,0,0,0,0,0,0,0,0,0,0,295,24.724,25.019,3755,4.451,2980,3.245,5249,5.200,3055,2.861,4707,5.152,3212,4.110,0,0,0,0,0,0,0,0,0,0,0,0,22.958,25.019,6.200,"60,56",5.600,"53,21",6.200,"84,66",6.000,"50,92",6.200,"75,92",6.000,"53,53",6.200,"0,00",6.200,"0,00",6.000,"0,00",6.200,"0,00",6.000,"0,00",6.200,"0,00","31,57",2022
192,BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2,3.126,7,2.476,11,3.714,2,2.329,7,3.942,20,3.659,15,2.951,8,3.487,36,3.478,44,4.104,35,3.850,17,4.459,204,41.575,41.779,  3.128 ,3.128,  2.483 ,2.483,  3.725 ,3.725,  2.331 ,2.331,  3.949 ,3.949,  3.679 ,3.679,  2.966 ,2.966,  3.495 ,3.495,  3.514 ,3.514,  4.148 ,4.148,  3.885 ,3.885,  4.476 ,4.476,41.779,41.779,3.782,"82,71",3.416,"72,69",3.782,"98,49",3.660,"63,69",3.782,"104,42",3.660,"100,52",3.782,"78,42",3.782,"92,41",3.660,"96,01",3.782,"109,68",3.660,"106,15",3.782,"118,35","93,63",2022
193,PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.480,"0,00",2.240,"0,00",2.480,"0,00",2.400,"0,00",2.480,"0,00",2.400,"0,00",2.480,"0,00",2.480,"0,00",2.400,"0,00",2.480,"0,00",2.400,"0,00",2.480,"0,00","0,00",2022
194,GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,6,4.346,26,3.675,21,5.168,44,3.360,64,5.555,126,5.395,97,5.544,97,5.544,117,5.602,120,6.398,111,6.145,54,6.422,883,63.154,64.037,  4.500 ,4.352,  3.122 ,3.701,  4.934 ,5.189,  3.243 ,3.404,  4.781 ,5.619,  4.720 ,5.521,  5.216 ,5.641,  4.854 ,5.641,  5.205 ,5.719,  5.683 ,6.518,  5.910 ,6.256,  6.049 ,6.476,58.217,64.037,4.588,"98,08",4.144,"75,34",4.588,"107,54",4.440,"73,04",4.588,"104,21",4.440,"106,31",4.588,"113,69",4.588,"105,80",4.440,"117,23",4.588,"123,87",4.440,"133,11",4.588,"131,84","107,50",2022
195,HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.030,"0,00",3.640,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00","0,00",2022
196,GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,203,4.605,131,5.920,126,7.649,64,5.379,152,8.165,215,8.119,156,8.307,235,6.457,204,4.902,216,7.809,136,7.617,101,8.742,1.939,83.671,85.610,  3.512 ,4.808,  3.493 ,6.051,  3.947 ,7.775,  2.980 ,5.443,  3.804 ,8.317,  3.890 ,8.334,  3.832 ,8.463,  3.396 ,6.692,  3.487 ,5.106,  3.929 ,8.025,  3.788 ,7.753,  4.125 ,8.843,44.183,85.610,4.650,"75,53",4.200,"83,17",4.650,"84,88",4.500,"66,22",4.650,"81,81",4.500,"86,44",4.650,"82,41",4.650,"73,03",4.500,"77,49",4.650,"84,49",4.500,"84,18",4.650,"88,71","80,70",2022
197,SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,335,2.799,163,2.461,201,5.608,102,6.600,201,5.608,172,5.436,143,10.017,23,9.983,102,6.600,251,5.635,82,3.500,111,4.558,1.886,68.805,70.691,3134,3.134,2624,2.624,5809,5.809,6692,6.702,5393,5.809,5881,5.608,5235,10.160,5544,10.006,5603,6.702,5865,5.886,6493,3.582,6471,4.669,64.744,70.691,7.130,"43,96",6.440,"40,75",7.130,"81,47",6.900,"96,99",7.130,"75,64",6.900,"85,23",7.130,"73,42",7.130,"77,76",6.900,"81,20",7.130,"82,26",6.900,"94,10",7.130,"90,76","76,96",2022
198,GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.596,"0,00",3.248,"0,00",3.596,"0,00",3.480,"0,00",3.596,"0,00",3.480,"0,00",3.596,"0,00",3.596,"0,00",3.480,"0,00",3.596,"0,00",3.480,"0,00",3.596,"0,00","0,00",2022
199,ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,0,7.554,0,4.759,0,8.833,11,4.300,12,9.597,21,11.801,22,10.428,22,8.520,30,9.054,20,13.535,0,0,0,0,138,88.381,88.519,  3.809 ,7.554,  2.326 ,4.759,  4.544 ,8.833,  2.079 ,4.311,  4.850 ,9.609,  5.969 ,11.822,  5.450 ,10.450,  4.543 ,8.542,  4.847 ,9.084,  7.030 ,13.555,0,0,0,0,45.447,88.519,20.553,"18,53",18.564,"12,53",20.553,"22,11",19.890,"10,45",20.553,"23,60",19.890,"30,01",20.553,"26,52",20.553,"22,10",19.890,"24,37",20.553,"34,20",19.890,"0,00",20.553,"0,00","18,70",2022
200,MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,0,1.750,0,4.963,0,4.747,0,2.947,0,3.029,0,1.874,5,1.410,11,1.419,0,0,0,0,0,0,0,0,16,22.139,22.155,  1.512 ,1.750,  3.957 ,4.963,  4.099 ,4.747,  3.113 ,2.947,  2.515 ,3.029,  1.711 ,1.874,  751 ,1.415,0,1.430,0,0,0,0,0,0,0,0,17.658,22.155,5.642,"26,80",5.096,"77,65",5.642,"72,65",5.460,"57,01",5.642,"44,58",5.460,"31,34",5.642,"13,31",5.642,"0,00",5.460,"0,00",5.642,"0,00",5.460,"0,00",5.642,"0,00","26,94",2022
201,THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,0,1.952,0,1.480,0,1.778,0,1.128,0,2.192,0,2.310,0,2.356,0,1.822,0,2.758,0,2.294,0,1.346,0,2.874,0,24.290,24.290,976,1.952,740,1.480,889,1.778,564,1.128,1096,2.192,1155,2.310,1178,2.356,911,1.822,1379,2.758,1147,2.294,673,1.346,1437,2.874,12.145,24.290,2.821,"34,60",2.548,"29,04",2.821,"31,51",2.730,"20,66",2.821,"38,85",2.730,"42,31",2.821,"41,76",2.821,"32,29",2.730,"50,51",2.821,"40,66",2.730,"24,65",2.821,"50,94","36,48",2022
202,ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.805,"0,00",4.340,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00","0,00",2022
203,GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.650,"0,00",4.200,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00","0,00",2022
204,LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.735,"0,00",5.180,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00","0,00",2022
205,HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774,"0,00",4.312,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00","0,00",2022
206,QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,9,3.353,17,2.828,22,3.380,72,3.044,34,3.778,99,3.868,102,3.846,0,0,0,0,0,0,0,0,0,0,355,24.097,24.452,  2.221 ,3.362,  1.994 ,2.845,  2.246 ,3.402,  1.857 ,3.116,  2.233 ,3.812,  2.169 ,3.967,  2.142 ,3.948,,0,0,0,0,0,0,0,0,0,14.862,24.452,3.069,"72,37",2.772,"71,93",3.069,"73,18",2.970,"62,53",3.069,"72,76",2.970,"73,03",3.069,"69,79",3.069,"0,00",2.970,"0,00",3.069,"0,00",2.970,"0,00",3.069,"0,00","41,30",2022
207,NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,0,4.854,0,4.530,0,5.237,0,4.394,0,5.540,0,5.416,0,5.217,0,4.877,2,5.072,0,5.187,0,5.247,0,5.788,2,61.359,61.361,  2.790 ,4.854,  2.536 ,4.530,  3.044 ,5.237,  2.520 ,4.394,  2.919 ,5.540,  2.880 ,5.416,  2.794 ,5.217,  2.786 ,4.877,  2.746 ,5.074,  2.825 ,5.187,  2.894 ,5.247,  3.012 ,5.788,33.746,61.361,3.379,"82,57",3.052,"83,09",3.379,"90,09",3.270,"77,06",3.379,"86,39",3.270,"88,07",3.379,"82,69",3.379,"82,45",3.270,"83,98",3.379,"83,60",3.270,"88,50",3.379,"89,14","84,80",2022
208,D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.263,"0,00",2.044,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00","0,00",2022
209,PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,0,961,2,793,0,923,0,864,0,1.223,0,1.338,4,1.352,1,1.409,0,1.449,0,1.462,2,1.426,0,0,9,13.200,13.209,  739 ,961,  607 ,795,  691 ,923,  667 ,864,  867 ,1.223,  995 ,1.338,  1.023 ,1.356,  1.044 ,1.410,  1.095 ,1.449,  1.140 ,1.462,  1.037 ,1.428,0,0,9.905,13.209,3.131,"23,60",2.828,"21,46",3.131,"22,07",3.030,"22,01",3.131,"27,69",3.030,"32,84",3.131,"32,67",3.131,"33,34",3.030,"36,14",3.131,"36,41",3.030,"34,22",3.131,"0,00","26,87",2022
210,WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,0,4.058,0,3.556,0,4.224,0,3.825,0,3.985,0,3.860,0,3.890,0,4.050,2,3.892,0,4.245,9,4.350,5,4.550,16,48.485,48.501,  3.791 ,4.058,  3.397 ,3.556,  3.853 ,4.224,  3.365 ,3.825,  3.694 ,3.985,  3.547 ,3.860,  3.613 ,3.890,  3.629 ,4.050,  3.610 ,3.894,  3.857 ,4.245,  3.824 ,4.359,  3.907 ,4.555,44.087,48.501,4.774,"79,41",4.312,"78,78",4.774,"80,71",4.620,"72,84",4.774,"77,38",4.620,"76,77",4.774,"75,68",4.774,"76,02",4.620,"78,14",4.774,"80,79",4.620,"82,77",4.774,"81,84","78,43",2022
211,BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,0,4.058,0,3.556,0,4.224,0,3.825,0,3.985,0,3.860,0,3.890,0,4.050,2,3.892,0,4.245,9,4.350,5,4.550,16,48.485,48.501,  373 ,4.058,  265 ,3.556,  385 ,4.224,  259 ,3.825,  397 ,3.985,  652 ,3.860,  799 ,3.890,  727 ,4.050,  772 ,3.894,  977 ,4.245,  836 ,4.359,0,4.555,6.442,48.501,2.635,"14,16",2.380,"11,13",2.635,"14,61",2.550,"10,16",2.635,"15,07",2.550,"25,57",2.635,"30,32",2.635,"27,59",2.550,"30,27",2.635,"37,08",2.550,"32,78",2.635,"0,00","20,73",2022
212,IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,0,3.981,0,3.264,1,4.047,3,3.214,6,4.216,14,3.766,17,3.873,19,3.890,8,3.881,7,3.843,12,3.902,17,4.239,104,46.116,46.220,  3.981 ,3.981,  3.264 ,3.264,  4.048 ,4.048,  3.217 ,3.217,  4.216 ,4.222,  3.780 ,3.780,  3.890 ,3.890,  3.909 ,3.909,  3.889 ,3.889,  3.850 ,3.850,  3.914 ,3.914,  2.456 ,4.256,44.414,46.220,4.805,"82,85",4.340,"75,21",4.805,"84,25",4.650,"69,18",4.805,"87,74",4.650,"81,29",4.805,"80,96",4.805,"81,35",4.650,"83,63",4.805,"80,12",4.650,"84,17",4.805,"51,11","78,49",2022
